hsa00010	hsa00020	hsa00030	hsa00040	hsa00051	hsa00052	hsa00053	hsa00061	hsa00062	hsa00071	hsa00100	hsa00120	hsa00130	hsa00140	hsa00190	hsa00220	hsa00230	hsa00232	hsa00240	hsa00250	hsa00260	hsa00270	hsa00280	hsa00290	hsa00310	hsa00330	hsa00340	hsa00350	hsa00360	hsa00380	hsa00400	hsa00410	hsa00430	hsa00440	hsa00450	hsa00470	hsa00480	hsa00500	hsa00510	hsa00511	hsa00512	hsa00513	hsa00514	hsa00515	hsa00520	hsa00524	hsa00531	hsa00532	hsa00533	hsa00534	hsa00561	hsa00562	hsa00563	hsa00564	hsa00565	hsa00590	hsa00591	hsa00592	hsa00600	hsa00601	hsa00603	hsa00604	hsa00620	hsa00630	hsa00640	hsa00650	hsa00670	hsa00730	hsa00740	hsa00750	hsa00760	hsa00770	hsa00780	hsa00785	hsa00790	hsa00830	hsa00860	hsa00900	hsa00910	hsa00920	hsa00970	hsa00980	hsa00982	hsa00983	hsa01040	hsa01100	hsa01200	hsa01210	hsa01212	hsa01230	hsa01232	hsa01240	hsa01250	hsa01521	hsa01522	hsa01523	hsa01524	hsa02010	hsa03008	hsa03010	hsa03013	hsa03015	hsa03018	hsa03020	hsa03022	hsa03030	hsa03040	hsa03050	hsa03060	hsa03250	hsa03260	hsa03264	hsa03265	hsa03266	hsa03267	hsa03320	hsa03410	hsa03420	hsa03430	hsa03440	hsa03450	hsa03460	hsa04010	hsa04012	hsa04014	hsa04015	hsa04020	hsa04022	hsa04024	hsa04060	hsa04061	hsa04062	hsa04064	hsa04066	hsa04068	hsa04070	hsa04071	hsa04072	hsa04080	hsa04110	hsa04114	hsa04115	hsa04120	hsa04122	hsa04130	hsa04136	hsa04137	hsa04140	hsa04141	hsa04142	hsa04144	hsa04145	hsa04146	hsa04150	hsa04151	hsa04152	hsa04210	hsa04211	hsa04213	hsa04215	hsa04216	hsa04217	hsa04218	hsa04260	hsa04261	hsa04270	hsa04310	hsa04330	hsa04340	hsa04350	hsa04360	hsa04370	hsa04371	hsa04380	hsa04390	hsa04392	hsa04510	hsa04512	hsa04514	hsa04520	hsa04530	hsa04540	hsa04550	hsa04610	hsa04611	hsa04612	hsa04613	hsa04614	hsa04620	hsa04621	hsa04622	hsa04623	hsa04625	hsa04630	hsa04640	hsa04650	hsa04657	hsa04658	hsa04659	hsa04660	hsa04662	hsa04664	hsa04666	hsa04668	hsa04670	hsa04672	hsa04710	hsa04713	hsa04714	hsa04720	hsa04721	hsa04722	hsa04723	hsa04724	hsa04725	hsa04726	hsa04727	hsa04728	hsa04730	hsa04740	hsa04742	hsa04744	hsa04750	hsa04810	hsa04910	hsa04911	hsa04912	hsa04913	hsa04914	hsa04915	hsa04916	hsa04917	hsa04918	hsa04919	hsa04920	hsa04921	hsa04922	hsa04923	hsa04924	hsa04925	hsa04926	hsa04927	hsa04928	hsa04929	hsa04930	hsa04931	hsa04932	hsa04933	hsa04934	hsa04935	hsa04936	hsa04940	hsa04950	hsa04960	hsa04961	hsa04962	hsa04964	hsa04966	hsa04970	hsa04971	hsa04972	hsa04973	hsa04974	hsa04975	hsa04976	hsa04977	hsa04978	hsa04979	hsa05010	hsa05012	hsa05014	hsa05016	hsa05017	hsa05020	hsa05022	hsa05030	hsa05031	hsa05032	hsa05033	hsa05034	hsa05100	hsa05110	hsa05120	hsa05130	hsa05131	hsa05132	hsa05133	hsa05134	hsa05135	hsa05140	hsa05142	hsa05143	hsa05144	hsa05145	hsa05146	hsa05150	hsa05152	hsa05160	hsa05161	hsa05162	hsa05163	hsa05164	hsa05165	hsa05166	hsa05167	hsa05168	hsa05169	hsa05170	hsa05171	hsa05200	hsa05202	hsa05203	hsa05204	hsa05205	hsa05206	hsa05207	hsa05208	hsa05210	hsa05211	hsa05212	hsa05213	hsa05214	hsa05215	hsa05216	hsa05217	hsa05218	hsa05219	hsa05220	hsa05221	hsa05222	hsa05223	hsa05224	hsa05225	hsa05226	hsa05230	hsa05231	hsa05235	hsa05310	hsa05320	hsa05321	hsa05322	hsa05323	hsa05330	hsa05332	hsa05340	hsa05410	hsa05412	hsa05414	hsa05415	hsa05416	hsa05417	hsa05418
C16255	C16255	C00673	C00309	C01934	C00159	C01146	C05745	C05260	C05276	C01724	C06341	C00082	C01124	C00013	C20950	C00294	C21144	C20846	C00940	C00037	C02989	C00024	C04236	C00047	C00884	C01152	C00788	C05607	C02700	C00254	C02335	C00026	C05680	C06481	C00036	C05726	C00092							C00999	C17585					C06037	C01277		C00189	C00958	C13809	C07289	C16319	C00550				C00186	C02405	C00091	C00356		C05856	C21215	C06051	C00003	C04079	C20377		C05926	C16677	C05795	C11437	C00088	C00033	C00101	C14865	C16548	C16623	C06428	C20409	C00117	C00624	C05756	C04272	C00559	C00025	C22254					C00259																															C00212							C00416			C00075					C00979												C07151					C14819				C01330																																																																																																																																																																																											
C15973	C15973	C00118	C00474	C03979	C00794	C00022	C00229	C05261	C01944	C05109	C05446	C01179	C05473	C00536	C20951	C00262	C16361	C02376	C03912	C00188	C01180	C00091	C00233	C00990	C00581	C01262	C05588	C06207	C00463	C00826	C00386	C00084	C06459	C18870	C00079	C05727	C00689							C00996	C00229					C06038	C05981		C03872	C04475	C14772	C14762	C04780	C06125				C00256	C06049	C02225	C00332		C04294	C21214	C06052	C00857	C01053	C20378		C05925	C16678	C05787	C16826	C00014	C00065	C03294	C14861	C16545	C16622	C16522	C21897	C00199	C00437	C05757	C00141	C00360	C00064	C22255					C00047																															C00020							C00641			C00008																	C00389					C00032				C00076																																																																																																																																																																																											
C05378	C00074	C05378	C00231	C00118	C05396	C00679	C05746	C05259	C01371	C04525	C01301	C03964	C05474	C00002	C00025	C00008		C21028	C00352	C00109	C03539	C03284	C00123	C03087	C00300	C00386	C05584	C05852	C03574	C00166	C00135	C14179	C05676	C18872	C05620	C00077	C01083							C04573	C00025					C04315	C01194		C00093	C05977	C14773	C04056	C16311	C06128				C03451	C00798	C00042	C00164		C00037	C00235	C04106	C00455	C01088	C20683		C05924	C16683	C06508	C04574	C00244	C08276	C00065	C14864	C16547	C05361	C06427	C20379	C00231	C19886	C05758	C00183	C00206	C02637	C22256					C00062																															C00288							C04549			C00015																	C00757					C16844				C00238																																																																																																																																																																																											
C06186		C01172	C00310	C00096	C01113	C00879	C05747	C05258	C00340	C11455	C04722	C00223	C18039	C00001		C01260		C21029	C03090	C03082	C00409	C06002		C01142	C02305	C00135	C05580	C04148	C03230	C16850	C05340	C19685	C06456	C18871	C00166	C00134	C00663							C06023	C18006					C06365	C00641		C00269	C20859	C14774	C07354	C16316	C06126				C00937	C00313	C04593	C01089		C00003	C01390	C06054	C01185	C00049	C20384		C05923	C16680	C05791	C17432	C00088	C00155	C02553	C06755	C07108	C07649	C02050	C09131	C06019	C19889	C05223	C06006	C00131	C00493	C04573					C00077																															C00076							C05981			C00334																	C09731					C00027				C00076																																																																																																																																																																																											
C06187		C01236	C00199	C05345	C00031	C00433	C05748	C05272	C05275	C15915	C17343	C02949	C18040	C00042		C00224		C01205	C00014	C00065	C00065	C00349		C01186	C00791	C05127	C05577	C04479	C02693	C00441	C05341		C17945	C18893	C02265	C00315	C00031							C00461	C18007					C20897	C03659		C01194	C20825	C14775	C14829	C16322	C06127				C00424	C00417	C00024	C04546		C00018		C06055	C03722	C18911	C20385		C05922	C16679	C03194	C00448	C00244	C01118	C00049	C14857	C05011	C12673	C16532	C20410	C00022	C00022	C05759	C06007	C01345	C00251	C20395					C00049																															C00416							C01277			C12270																	C04677					C21479				C00238																																																																																																																																																																																											
C06188		C06473	C00476	C00976	C00124	C00026	C05749	C00154	C05274	C05108	C05460	C05847	C13713			C00053		C00475	C12270	C00048	C00979	C02170		C03656	C02565	C05135	C05576	C00042	C05646	C16848	C03722		C06367	C05686	C03564	C02090	C02995							C00734	C18008					C03692	C03660		C00513		C14768	C03242	C16345	C03405				C00546	C00311	C05979	C03561		C20246		C00847	C00111	C03492	C20386		C01217	C21797	C06320	C04216	C00088	C00042	C02984	C14858	C16546	C16630	C16532	C04290	C00074	C00141	C04688	C00671	C01344	C00254	C20359					C00025																															C00186							C01194			C00334																	C00024					C00025																																																																																																																																																																																															
C01451		C05345	C00508	C01222	C05404	C00259	C05752	C00249	C05264	C15777	C05467	C05427	C18043			C00059		C00055	C20776	C01102	C00097	C01213		C00739	C01043	C03277	C05594	C00582	C00643	C01094	C00804		C06368	C18905	C01110	C03170	C00089							C01674	C18009					C06364	C04287		C00681		C14769	C14837	C00157	C22467				C00022	C00042	C00479	C01144		C00037		C11638	C00049	C05944	C20387		C06148		C03516	C04146	C00697	C00263	C00037	C14860	C16550	C16631	C16531	C08312	C00119	C00183	C05760	C00407	C06196	C01179	C19725					C00064																															C00547							C11555			C00025																						C00129																																																																																																																																																																																															
C00036		C00672	C00532	C02985	C01613	C00684	C05751	C20876	C00010	C15808	C05452	C19847	C00187			C00242		C00112	C00158	C03508	C00283	C00683		C02188	C00213	C05568	C22038	C05593	C00078	C00354	C00555		C17947	C00041	C03341	C00005	C01083							C00329	C20353					C01885	C16737		C00416		C14770	C14836	C16344					C00036	C01127	C00111	C02331		C20247		C06056	C00122	C06010	C00086		C18239		C11538	C04145	C00887	C00245	C02412	C11036	C07644	C16632	C16531	C07576	C00014	C00233	C05761	C02504	C05512	C00082	C19745					C00064																															C00076							C11174			C00049																						C14818																																																																																																																																																																																															
C01159		C00577	C03291	C05392	C00118	C00545	C04620	C00083	C05265	C15780	C05444	C13309	C05502			C00330		C00015	C20775	C00263	C05824	C00100		C05544	C00086	C05571	C04797	C02505	C00332	C20653	C00334		C17948		C03943	C00006	C00963							C00203	C20350					C02457	C06892		C00093		C14771	C20186	C16323					C00068	C00022	C00583	C06143		C00022		C00064	C01384	C05665	C22458		C20239		C06406	C01230	C00533	C15521	C00148	C14842	C06754	C16634	C16530	C21779	C01217	C00123	C05762	C04411	C00330	C00078	C22246					C00062																															C01330							C20690			C00506																						C21483																																																																																																																																																																																															
C00118		C00258	C01508	C02977	C00111	C01114	C05750	C02843	C00435	C15816	C05445	C02059	C05501			C00362		C00460		C00441	C00059	C03344		C01211	C03166	C05570	C01850	C00642	C01144	C20654	C01262		C17949		C03771	C05422	C00718							C00329	C20351					C00969	C06893		C03372		C14778	C19937	C16324					C00122	C01990	C00424	C00989		C20784			C01596	C00750			C20248		C06509	C00353	C00697	C00059	C02702	C14844	C07643	C16633	C16530	C21778	C18802	C00109	C04633	C00233	C00362	C03373	C13952					C00077																															C00698										C02165																						C21482																																																																																																																																																																																															
C00068		C00631	C01101	C03117	C03785	C20889	C05753	C20876	C00226	C01189	C04554	C05427	C18044			C00039		C01346		C00740	C00051	C03345		C05545	C18172	C05575	C04796	C05598	C00877	C20327	C00106		C17950		C00077	C00072	C00031							C00140	C00825					C06040	C00222		C05973		C14732		C16321					C00042	C01989	C05235	C00232		C19872			C01059				C15996		C06510	C05427	C00014	C00245	C00097	C14845	C16558	C11736	C00510	C21762	C00283	C00671	C05763	C00123	C00286	C00130	C00203					C00491																															C01330										C06124																						C21480																																																																																																																																																																																															
		C00231	C00259	C00095	C01097	C20896	C04619	C20879	C05262	C01164	C17345	C00828	C18038			C00286		C00365		C00022	C02218	C05996		C04487	C00441	C00785	C06047	C05332	C00527	C17235	C03492		C17952		C01667	C16664	C00185							C02336	C20509					C06041	C00024		C04438		C14782		C16342					C00469	C02123	C00546	C00334		C20267			C01020				C16675		C00194	C18321	C00014	C15521	C03125	C14847	C16559	C04242	C16529	C08542	C01438	C00407	C05764	C00188	C00361	C00044	C22245					C00025																															C00238										C01120																						C21481																																																																																																																																																																																															
		C00231	C01904	C00794	C01697	C01620	C05754	C20878	C01832	C05443	C17346	C05847	C02373			C00361		C00881		C00011	C00506	C00630		C05546	C18174	C05572	C06048	C07086	C00322	C00587			C17951		C00062	C16663	C01725							C00461	C01822					C04046	C00111		C05976		C14814		C16341						C03217	C06002	C00025					C00253				C18802		C03114	C19852	C00088	C00059	C00025	C14846	C01471	C12739	C16529	C08552	C00132	C01180	C00249	C00065	C03794	C01304	C00842					C00151																															C20792										C00681																						C02249																																																																																																																																																																																															
		C00199	C00618	C00636	C05796	C03064	C05755	C20877	C00010	C05103	C05447	C04145	C03747			C00046		C00239		C00430	C05528	C03460		C03793	C03375	C00026	C17937	C00601	C02220	C20710			C04650		C00792	C00750	C06215							C01170	C01823					C06042	C00118		C00040		C14781		C16308						C00026	C15973	C06142					C02918				C02587		C04778	C19853	C00244	C00053	C02987	C14848	C07647	C16635	C16529	C08544	C00067	C00073	C16219	C00037	C00105	C01268	C11907					C04137																															C01089										C01598																						C16170																																																																																																																																																																																															
		C06019	C00714	C05378	C00795	C16186	C05223	C00024	C05263	C05437	C00037	C17570	C04042			C00035		C00705		C00168	C11537	C06000		C01259	C00986	C16673	C17938	C11457	C03824				C06457		C00134	C16562	C00208							C20395	C21176					C20898	C11556		C05980		C14813		C16320						C00888	C15972	C06144					C03150				C21310		C05775	C04506	C00014	C00224	C00064	C14843	C16552	C16641	C16528	C08543	C00058	C17213	C16220	C03232	C00015	C04454	C00688					C01682																															C20793										C11695																						C00219																																																																																																																																																																																															
		C20589	C00470	C02991	C00243	C14899	C05758	C00040	C03221	C05440	C05465	C14151	C01227			C04494		C00458		C00014	C00022	C06001		C01181	C00436	C16674	C17935	C02137	C03722				C17962		C00515	C16563	C00252							C20359	C17584					C20991	C11554		C05974		C14815		C06427						C00136	C21017	C06145					C05840				C19848		C00541	C19760	C00192	C00094	C02282	C14453	C07646	C16542	C16528	C17751	C00011	C17217	C16221	C01005	C00075	C04732	C03319					C00025																															C00042										C13856																						C16527																																																																																																																																																																																															
		C03752	C02273	C01355	C01132	C05422	C05757	C00040	C00071	C01694	C00245	C02477	C05139			C01228		C03997		C00101	C11481	C00183		C00487	C00223	C03680	C17936	C00512	C04409				C17941		C00431	C16564	C16688							C19725	C20699					C00631	C20251		C02737		C04577		C16343						C00036	C00068	C06146					C05841				C18237		C02463	C19691	C00014	C00059	C00062	C14841	C16551	C16543	C16528	C08537	C01001	C17221	C00412	C00979	C00299	C04332	C03187					C00049																															C00584										C00002																						C00010																																																																																																																																																																																															
		C00197	C06118	C01019	C06376	C01041	C05756	C00154	C00010	C03845	C02528	C16695	C05140			C00144		C11038		C01888	C00491	C00141		C01149	C18326	C00439	C10447	C15524	C00632				C05674		C00148	C01672	C01898							C19745	C21252					C00103	C00137		C00350		C04742		C16346						C00332	C21018	C00741					C05380				C19871		C00025	C03461	C00697	C00224	C02163	C14840	C11583	C11173	C02041	C08540	C03920	C17225	C04088	C00097	C00106	C00255	C19960					C00062																															C00238										C00075																						C02477																																																																																																																																																																																															
		C01182	C04053	C00111	C06377	C04575	C05759	C00658	C05260	C11522	C05466	C14152	C04295			C00387		C11039		C00546	C01962	C15977		C00037	C00406	C05565	C00164	C00082	C02470				C05675		C00763	C16565	C00760							C19823	C12210					C02133	C19891		C01241		C06315		C16310						C03561	C21250	C11062					C05843				C21485		C02987	C01126	C00088	C00094	C00079	C14040	C16554	C11376	C02041	C08539	C00218	C17229	C02041	C00049	C00055	C00061	C19947					C00135																																									C00008																						C21484																																																																																																																																																																																															
			C04349	C01099	C02262	C05411	C04688	C00605	C02593	C05441	C00037	C15882	C05284			C01762		C00295		C00143	C00606	C00407		C04020	C10497	C01045	C00122	C00423	C05645				C00084		C05939	C16566	C20237							C19961	C00029					C00173	C06153		C00670		C06314		C04785						C00877	C00894	C00091					C05842				C21486		C03741	C04748	C05361	C00283	C03511	C14805	C16557	C13252	C02041	C08538	C00543	C17233	C16528	C03082	C00112	C00016	C20156					C00315																																									C00015																						C00024																																																																																																																																																																																															
			C05411	C01721	C05402	C05412	C05760	C00640	C05261	C05439	C05122	C02483	C05285			C00081		C01368		C01242	C05527	C00671		C05231	C01682	C00025	C01061	C19975	C05637				C06451		C01157	C16567	C00369							C19971	C12211						C19794		C00040		C04805		C08492						C18026		C20657					C03043				C21094		C02800	C20120	C00533	C00059	C00135	C14790	C16555	C21750	C00412	C17758	C00565	C00158	C16529	C00441	C00063	C15556	C11925					C00134																																									C00212																						C00356																																																																																																																																																																																															
			C04575	C06192	C00668	C00618	C05761	C00264	C05273	C15777	C00245	C15883	C03772			C00104		C02355		C03194	C00022	C15979		C00136	C05945	C05827	C01036	C19946	C05636				C20396		C03440	C16568	C06400							C19972	C20614						C19799		C00346		C00219		C19757						C18324		C21390					C00153				C20264		C01024	C20121	C00697	C00320	C02988	C14803	C06754	C21751	C00154	C06314	C04488	C00417	C00136	C00263	C00475	C00199	C22257					C00183																																									C02198																																																																																																																																																																																																																					
			C05412	C02888	C00267	C00072	C00249	C00249	C00162	C00187	C00695	C21860	C04373			C01345		C02354		C02737	C00793	C15980		C00164	C05933	C05828	C00530	C19945	C03227				C20422		C04282		C00103							C20082	C21251						C00691		C04308		C02198		C21923						C06028		C00207					C19631				C15522		C05766	C20345	C05361	C00283	C00152	C14789	C07888	C21748	C16170	C06315	C18799	C00311	C05269	C01118	C00380	C05840	C11908					C00123																																									C01312																																																																																																																																																																																																																					
			C06441	C00247	C00577	C00231	C05764	C00162	C00527	C02530	C01921	C18131	C11136			C03373		C06198		C00078	C00957	C04405		C03366	C00533	C05829	C00022	C14144	C02161				C20423		C00433		C00031							C20083	C21253						C21643		C04233		C00157		C21924						C00683		C17530					C00232				C20567		C05767	C20847		C19692	C03402	C14806	C16577	C21749	C02249	C14815	C04377	C05379	C05268	C02291	C00239	C00153	C04346					C00407																																									C00639																																																																																																																																																																																																																					
			C00266	C18096	C02669	C01101	C05763	C00638	C00010	C18231	C05468	C10793	C05290			C04751		C05822		C00986	C05823	C20827		C16741	C05931	C20522	C02514	C14145	C01987				C20440		C05941		C00718							C02199	C00043						C00558		C03819		C02165								C00100		C00132					C18232				C20566		C05769	C20848		C20870	C06112	C14801	C16576	C21754	C03595	C04577	C04330	C01251	C05271	C00155	C00705	C00253	C20415					C00188																																									C00584																																																																																																																																																																																																																					
			C00111	C02962	C00984	C03291	C04633		C05259	C07712	C02528	C18132	C05297			C04640		C01168		C00631	C00263	C01205		C03196	C03296	C20995	C02167	C02232	C05640				C00022		C05942		C00372							C17328	C21259						C21644		C18129		C00909								C00091		C01845					C20381				C21065		C05768	C22453		C20955	C17022	C14804	C11785	C00003	C03035	C14732	C01274	C04002	C05270	C00073	C00458	C01185	C11926					C00135																																									C00696																																																																																																																																																																																																																					
			C00204	C01487	C03733	C03289	C05762		C05258	C00448	C00695	C18133	C05294			C04376		C02067		C19929	C01118	C00356		C00026	C03415	C20994	C00628	C00091	C00780				C01151		C00739		C03323							C04089	C00397						C04549		C18126		C05356								C06027		C20783					C00334				C20562		C02469			C00084	C06481	C14788	C16578	C21759	C16180	C08307	C00237	C05662	C05267	C01102	C00881	C03722	C11912					C00208																																									C06314																																																																																																																																																																																																																					
			C00116	C18028	C00085	C21955	C04180		C05272	C03428	C02528	C17412	C05295			C04823		C15607		C00213	C01077	C15974		C00042	C05932		C05585	C00024	C05635				C20986		C00047		C00372							C00029	C18001								C18125		C02166								C00024							C15987				C21107		C01079			C17267	C16638	C14802	C07185	C21758	C16169	C04831	C00488	C05533	C05266	C00036	C00365	C00857	C00052					C01935																																									C00483																																																																																																																																																																																																																					
			C00333	C01720		C00558	C20794		C00154	C00751	C00695	C03993	C05293			C03838		C00383			C00441			C12455	C00025		C03964	C20062	C05659				C00117		C05161		C00185							C00191	C17701								C18168		C01312								C01213							C20361				C00156		C14818				C06482	C14800	C16654	C06108	C16165	C18062	C00440	C03082	C05276	C03283	C01346	C00003	C03733					C00121																																									C00398																																																																																																																																																																																																																					
			C15930	C03827		C03033	C00154		C00249	C21106	C05448	C18135	C11134			C04677		C00086			C03082			C01672	C03287		C01179	C00024	C05647				C21372		C05825		C04534							C05385	C21265								C18169		C00584								C00037							C19569				C00119		C05779				C16138	C11148	C16656	C00006	C16179	C15772	C00143	C00441	C01944	C00158	C00460	C00006	C00167					C16421																																									C04227																																																																																																																																																																																																																					
			C20680	C20781		C00617	C00383		C05102	C08813	C15614	C18134	C04676			C01344		C00813			C00049			C01087	C03912		C05350		C00978				C00037		C03239		C00085							C00167	C21266								C00623		C00639								C00014							C19567				C21008		C03179				C17027	C14839	C16658	C21760	C16162	C15770	C00445	C04133	C05265	C00311	C00526	C02700	C00501					C00181																																									C00388																																																																																																																																																																																																																					
			C02426	C00424		C04037	C00024		C03547	C22116	C15518	C00341	C05300			C00044		C00099			C05524				C01157		C00082		C01598				C21403		C01672		C00095							C00333	C01917								C04590		C00427								C00065							C21154				C21007		C00500				C01005	C19588	C16655	C02320	C16172	C15769	C00234	C01250	C05264	C00026	C00364	C03227	C04297					C00089																																									C03758																																																																																																																																																																																																																					
